ticket_id,customer_id,issue_type,resolution_time_minutes,csat_score
S2879005,C001756,Membership Cancellation,196,3
S8243602,C000690,Service Quality,128,4
S6113654,C012734,Membership Cancellation,26,2
S1835376,C004579,Billing,126,4
S9299020,C012615,Service Quality,69,3
S9760695,C006747,Billing,199,4
S5081639,C009331,Service Quality,96,4
S4850429,C007063,Service Quality,52,2
S7440525,C003137,Membership Cancellation,215,1
S1822601,C012823,App Issue,162,1
S4257274,C010407,Billing,86,1
S1557483,C002995,Service Quality,192,3
S3996178,C014271,Service Quality,125,1
S2873369,C007858,Membership Cancellation,67,3
S6284534,C014836,Service Quality,165,5
S7541752,C007074,App Issue,47,2
S6909703,C002189,Service Quality,240,1
S3568846,C012101,Billing,223,5
S6140858,C016133,Service Quality,27,3
S4422260,C003851,Billing,24,2
S3332002,C009158,Service Quality,10,1
S7406655,C013137,Service Quality,178,3
S6638483,C010715,Billing,120,5
S6832502,C003053,Membership Cancellation,20,3
S9431094,C014722,Membership Cancellation,112,3
S5704954,C018724,Service Quality,37,3
S5976022,C009997,Membership Cancellation,20,1
S8470486,C011548,App Issue,128,4
S3379439,C002941,Service Quality,39,2
S6595631,C002805,Billing,235,1
S5041878,C010896,App Issue,157,5
S3366200,C013718,Billing,93,5
S4463818,C003136,Membership Cancellation,6,2
S3070736,C014357,Service Quality,186,1
S5022305,C013230,Membership Cancellation,223,1
S5382206,C018950,Service Quality,198,1
S7386361,C002081,App Issue,141,3
S9592953,C009654,Service Quality,134,1
S2489490,C009954,App Issue,199,1
S8068499,C004200,Billing,53,5
S1998617,C019310,App Issue,100,3
S8454291,C015416,Service Quality,40,5
S6482087,C011373,Service Quality,148,4
S3132366,C002812,Membership Cancellation,40,3
S9283324,C007558,Service Quality,113,4
S7463354,C017222,Membership Cancellation,197,4
S5573732,C006065,Service Quality,25,4
S2681545,C004721,Billing,47,1
S7545543,C019577,Membership Cancellation,102,3
S4562110,C002526,Billing,44,2
S1582289,C004932,App Issue,212,2
S7242904,C003677,App Issue,116,3
S2228078,C001040,Billing,135,3
S3005516,C005673,Membership Cancellation,112,3
S7994044,C001839,Service Quality,45,5
S5608351,C018063,App Issue,18,5
S2352179,C009459,Membership Cancellation,222,5
S2149300,C009746,Billing,233,2
S4593709,C010040,Billing,240,5
S2970740,C000942,Service Quality,111,1
S6820885,C008908,Membership Cancellation,232,4
S4039055,C013905,Service Quality,100,3
S9385957,C004838,Billing,45,5
S9495067,C005795,Billing,155,5
S3875769,C016710,App Issue,164,4
S3858251,C001547,Billing,118,3
S3083648,C012174,Membership Cancellation,77,5
S5834460,C006513,Billing,158,1
S3284422,C017081,Billing,21,3
S1427640,C014488,Billing,17,1
S3799726,C005416,App Issue,53,5
S6637994,C010485,Billing,39,4
S6983362,C000093,Service Quality,142,2
S1144127,C017202,Billing,234,5
S6188987,C012345,Membership Cancellation,44,3
S8179772,C003238,Billing,114,1
S9992098,C019822,Membership Cancellation,120,2
S1487421,C010433,Membership Cancellation,126,3
S6318163,C003888,App Issue,57,2
S2827469,C005224,App Issue,136,1
S6239689,C007745,Service Quality,59,3
S1006926,C015694,Service Quality,105,1
S3710025,C003407,Service Quality,167,2
S7832979,C017947,Billing,161,3
S4283388,C006160,App Issue,111,4
S7902907,C017638,Billing,117,5
S3160812,C019434,Service Quality,201,4
S8729329,C005411,Billing,178,1
S4533600,C019069,Service Quality,214,5
S1254273,C016387,App Issue,197,4
S1083895,C018162,App Issue,215,1
S9703540,C012929,Billing,225,4
S9614174,C012678,Service Quality,122,5
S2225267,C018179,Service Quality,235,2
S2674488,C010930,Membership Cancellation,135,1
S4316688,C005412,App Issue,138,2
S4566073,C012759,Membership Cancellation,214,5
S4172404,C013109,Billing,191,5
S4237942,C014106,Membership Cancellation,147,5
S7224451,C015212,Membership Cancellation,20,1
S6417963,C001646,Membership Cancellation,217,3
S3619827,C011868,Membership Cancellation,93,4
S2096032,C018105,Membership Cancellation,179,5
S1987618,C000129,Membership Cancellation,218,3
S7388786,C002365,Membership Cancellation,207,2
S6948233,C000257,Billing,205,3
S8131573,C011542,App Issue,44,1
S8394342,C014643,App Issue,151,1
S1818133,C008828,Billing,16,3
S6018039,C011201,Membership Cancellation,196,2
S8388321,C005310,App Issue,234,4
S3760015,C007615,Membership Cancellation,61,4
S6329150,C019883,App Issue,29,4
S6560769,C016697,Membership Cancellation,145,2
S5727366,C004460,Membership Cancellation,162,1
S8511716,C009430,App Issue,229,3
S3472068,C003938,App Issue,216,1
S5402542,C002231,Service Quality,151,4
S6134078,C000063,Billing,136,3
S5728644,C018740,Service Quality,79,4
S9640056,C013417,Billing,120,2
S3713101,C014066,Service Quality,89,2
S9508652,C003598,Service Quality,229,2
S2544966,C010097,Service Quality,45,2
S7780729,C015780,Service Quality,196,1
S8820998,C006230,App Issue,151,2
S3269420,C010145,App Issue,11,5
S1953794,C010348,App Issue,113,5
S4896691,C015007,App Issue,126,1
S6776895,C018947,App Issue,217,1
S2215082,C012373,Billing,224,4
S7772474,C003641,Membership Cancellation,196,2
S2211975,C016343,Billing,21,5
S9914240,C012731,Membership Cancellation,197,5
S8042552,C000904,Membership Cancellation,28,3
S6926843,C014031,Service Quality,192,3
S6497050,C018438,Service Quality,25,2
S3952655,C018163,Membership Cancellation,89,5
S4849662,C007007,Billing,10,3
S4121669,C004462,App Issue,105,1
S6833952,C002782,Billing,97,3
S2213320,C007243,Membership Cancellation,58,2
S2742693,C001414,Service Quality,226,5
S9932746,C004644,Service Quality,137,5
S8533232,C012600,Service Quality,228,5
S8711367,C007987,Billing,22,2
S5815346,C017796,Membership Cancellation,75,5
S1910017,C003302,Membership Cancellation,162,5
S1880764,C008853,Membership Cancellation,86,3
S1030278,C014030,Membership Cancellation,51,4
S9171829,C013930,App Issue,45,2
S2723246,C012089,Membership Cancellation,126,5
S6526616,C019017,Billing,109,1
S8282664,C010965,Billing,87,5
S5052224,C001617,App Issue,33,5
S7087609,C007573,Membership Cancellation,179,4
S7032938,C016375,App Issue,155,4
S5182571,C009793,App Issue,52,4
S2044879,C001730,Membership Cancellation,24,4
S6015399,C018967,Billing,223,1
S6773193,C007020,Service Quality,27,3
S7473174,C003246,Billing,55,4
S8902663,C006609,Membership Cancellation,135,4
S8667852,C014108,App Issue,236,1
S7349822,C008322,Billing,7,1
S2249748,C010573,App Issue,186,3
S6940218,C019478,Billing,149,2
S9268830,C011343,Service Quality,230,3
S4582918,C006269,Billing,235,3
S1157175,C007246,App Issue,24,1
S9302173,C015299,Service Quality,217,4
S4584764,C011286,App Issue,70,5
S1468263,C008419,Billing,62,2
S3071744,C002379,Membership Cancellation,139,4
S7891680,C014824,Service Quality,129,4
S4471912,C009450,Service Quality,109,5
S1831658,C014304,Billing,54,1
S9516092,C011872,Service Quality,73,5
S2222419,C013211,Membership Cancellation,139,4
S9884268,C017283,Billing,194,3
S1647188,C005052,App Issue,201,4
S9818579,C007869,Billing,124,4
S8265291,C005072,Billing,70,4
S4058125,C013256,Service Quality,34,5
S9403550,C010422,App Issue,239,4
S8329773,C017071,Billing,157,4
S1055320,C003638,Membership Cancellation,193,3
S6583478,C006655,App Issue,48,5
S4550539,C017096,Service Quality,79,1
S1353428,C001292,Membership Cancellation,64,2
S4239004,C000101,Service Quality,113,3
S4466211,C009702,Billing,129,3
S9144521,C003530,Service Quality,224,5
S9649443,C011481,Service Quality,202,3
S2315663,C005826,Membership Cancellation,238,3
S5664394,C019990,Billing,173,5
S7958369,C011450,Service Quality,173,4
S9226721,C017907,Billing,215,4
S7310451,C017488,Membership Cancellation,190,1
S2188388,C017981,Billing,11,4
S4746258,C009591,App Issue,172,1
S1023558,C004598,App Issue,101,4
S3433025,C005774,App Issue,136,2
S6751616,C006368,Membership Cancellation,117,4
S4227968,C017904,Service Quality,113,5
S6624214,C018964,Billing,104,3
S9139475,C008600,App Issue,94,1
S8606562,C013559,Service Quality,119,3
S7234455,C005002,Billing,51,3
S7682773,C004529,App Issue,238,4
S3683196,C012364,Service Quality,163,1
S6256234,C009843,Billing,142,2
S1151542,C003862,Service Quality,92,2
S5561992,C003079,Service Quality,39,1
S1798113,C006108,App Issue,195,5
S8094878,C003368,Membership Cancellation,6,2
S3650065,C008978,Service Quality,221,2
S1235621,C018787,Billing,184,2
S1737997,C004325,Membership Cancellation,158,3
S3131395,C001521,Billing,234,3
S9885345,C017505,Service Quality,141,1
S6066027,C010902,App Issue,145,1
S2494915,C013326,Billing,104,4
S4640046,C003371,Billing,224,2
S4261460,C009451,App Issue,197,1
S5657211,C000269,Service Quality,83,2
S6957992,C007796,App Issue,228,3
S9555618,C014840,Membership Cancellation,159,4
S1652656,C017273,Billing,55,1
S9310168,C018778,App Issue,19,3
S6623220,C018691,Billing,140,1
S4615928,C003542,Membership Cancellation,14,2
S2371448,C009536,Billing,107,3
S8315581,C017363,Billing,38,3
S6235694,C002048,App Issue,199,2
S9839499,C008278,Billing,236,4
S3792264,C008850,Membership Cancellation,72,2
S3968777,C006460,App Issue,172,5
S8550482,C016521,Membership Cancellation,81,4
S9007885,C018690,Billing,41,5
S8419578,C006155,Service Quality,150,4
S1749749,C011203,Service Quality,110,1
S5257749,C001628,Billing,162,5
S5549245,C015870,App Issue,155,1
S4413749,C007916,Membership Cancellation,154,2
S2971028,C005253,Billing,42,1
S7989877,C001853,App Issue,19,2
S2018954,C017327,Membership Cancellation,127,4
S1430013,C009855,Billing,34,1
S3649811,C001977,App Issue,152,5
S5693174,C013450,Membership Cancellation,36,3
S5034311,C010162,Billing,113,1
S2335818,C003942,Service Quality,140,5
S7001092,C002336,Service Quality,217,1
S2853091,C001223,Billing,102,3
S2931338,C014466,Membership Cancellation,60,2
S7201874,C011055,Membership Cancellation,62,1
S3481977,C017772,Billing,118,5
S7787299,C004036,App Issue,21,2
S2763956,C003982,Membership Cancellation,128,1
S9218690,C003686,Membership Cancellation,214,1
S9994508,C018828,App Issue,26,1
S8906364,C007724,Service Quality,46,5
S6489844,C001929,Billing,221,1
S7824016,C006812,Service Quality,201,5
S7248168,C012526,Service Quality,168,4
S6309192,C008484,Membership Cancellation,65,3
S2457522,C019881,Billing,203,1
S1785571,C014190,Service Quality,206,1
S1153899,C015337,App Issue,68,4
S4240184,C009291,App Issue,51,2
S8505147,C018067,Membership Cancellation,215,3
S1225928,C013418,Service Quality,211,3
S6527844,C009968,App Issue,60,1
S3153903,C011333,Billing,44,1
S4929105,C004389,Service Quality,211,1
S5385146,C004845,Membership Cancellation,235,4
S1134772,C002575,Membership Cancellation,140,2
S5314817,C002028,Billing,50,3
S2094106,C007118,Billing,153,2
S1599511,C004763,App Issue,163,5
S9178907,C000406,Service Quality,237,3
S7974163,C008006,Service Quality,94,1
S4880037,C008654,Service Quality,33,4
S7039841,C012747,Membership Cancellation,128,3
S4988812,C011242,Service Quality,75,1
S3277824,C001326,Billing,206,1
S2991663,C019569,Billing,115,5
S4145532,C000753,App Issue,218,5
S2128487,C005924,Service Quality,65,4
S6064654,C018132,Billing,186,1
S7795117,C014394,Billing,22,5
S1678408,C000695,Service Quality,86,3
S1755353,C001252,Service Quality,214,5
S3576105,C019318,App Issue,196,2
S9420130,C007885,Service Quality,38,5
S6923034,C006834,Membership Cancellation,208,1
S5551945,C005429,Service Quality,240,2
S2986069,C019219,Service Quality,118,1
S2800606,C017136,Service Quality,237,2
S2387295,C016196,Membership Cancellation,163,5
S9537653,C010966,Billing,99,1
S4554526,C017300,Billing,135,4
S8329237,C012460,Membership Cancellation,229,2
S9669983,C007278,App Issue,149,2
S1801494,C004480,Membership Cancellation,115,5
S9054267,C013942,App Issue,17,1
S2458044,C014390,Membership Cancellation,235,1
S3952833,C014132,Membership Cancellation,208,5
S5463029,C001665,App Issue,199,4
S2879635,C005881,Service Quality,122,5
S1829122,C015693,App Issue,180,1
S3392977,C013867,Billing,88,3
S9730334,C012099,Service Quality,29,4
S9872114,C019238,Membership Cancellation,136,1
S1793592,C016102,Billing,67,1
S1888888,C014027,Billing,161,2
S9927719,C011691,Service Quality,92,1
S6403406,C000001,Billing,27,5
S5553158,C002144,Billing,205,4
S2759761,C010106,Service Quality,32,2
S1319153,C017142,Membership Cancellation,27,2
S4851164,C016377,Service Quality,97,2
S9238824,C018319,Membership Cancellation,218,4
S5695058,C008870,Billing,135,5
S9432001,C001828,App Issue,87,3
S6672978,C015963,Membership Cancellation,120,2
S1570426,C017196,Membership Cancellation,139,5
S5731463,C003341,Membership Cancellation,226,1
S2824652,C000617,Membership Cancellation,184,2
S1741160,C009401,App Issue,71,3
S6927518,C009981,Billing,144,2
S8613017,C018649,Service Quality,116,4
S7395373,C018364,Billing,136,4
S9210606,C011219,Billing,77,3
S6905465,C016075,Membership Cancellation,115,3
S4124908,C014482,Billing,171,2
S5919231,C013875,App Issue,68,5
S5694318,C019514,App Issue,95,1
S6368956,C013963,Membership Cancellation,64,1
S6488429,C017559,Billing,38,5
S5990909,C015743,Membership Cancellation,32,5
S1628467,C002892,App Issue,43,4
S1892093,C013262,Membership Cancellation,136,4
S5291594,C013509,Service Quality,168,4
S7264444,C003734,Membership Cancellation,227,1
S6895415,C005461,Membership Cancellation,54,1
S2021220,C012472,Billing,186,1
S1750518,C014440,App Issue,75,4
S3074706,C005821,Billing,190,5
S4196626,C001866,App Issue,179,2
S8537699,C005501,Billing,215,4
S6725708,C004244,App Issue,194,4
S2949162,C015501,App Issue,203,3
S5019007,C000736,App Issue,131,4
S8301870,C005405,Billing,65,5
S9139270,C004127,Membership Cancellation,79,2
S8232126,C018231,App Issue,197,4
S7170201,C016006,Membership Cancellation,141,1
S9482101,C007398,Service Quality,101,2
S3516546,C005650,Billing,75,4
S6321425,C018543,Billing,50,2
S1130998,C018112,Billing,233,1
S8231709,C016341,Membership Cancellation,119,1
S3019780,C016412,Billing,39,4
S3754120,C014354,Membership Cancellation,211,5
S6975175,C017245,Membership Cancellation,160,4
S9501054,C005815,Membership Cancellation,211,4
S6955032,C006290,App Issue,207,1
S7980395,C002411,Billing,145,4
S6859748,C011571,Billing,137,2
S8692032,C006674,Billing,185,3
S5904916,C006291,Membership Cancellation,39,3
S6031157,C015831,Membership Cancellation,99,1
S6394964,C019652,Service Quality,143,2
S9478817,C017497,App Issue,118,4
S5601657,C005778,App Issue,68,4
S5218394,C011385,App Issue,201,3
S4350405,C000145,Service Quality,210,2
S6384368,C001874,Service Quality,85,3
S6967558,C015973,Billing,120,5
S5590501,C014951,Membership Cancellation,190,2
S6181242,C007491,App Issue,171,4
S9306942,C000547,App Issue,125,5
S9180236,C001872,Service Quality,6,2
S1620268,C016337,Service Quality,145,3
S3748462,C008697,Membership Cancellation,5,2
S7018262,C008827,Service Quality,123,2
S8092605,C004971,Membership Cancellation,145,5
S6580420,C018746,Billing,133,1
S9760204,C014016,Membership Cancellation,51,5
S9349324,C019217,Service Quality,163,5
S9365876,C001856,Billing,203,2
S7688860,C011181,App Issue,197,5
S6499462,C012783,App Issue,219,3
S6718724,C008637,Service Quality,6,3
S9289127,C008158,App Issue,218,2
S3462939,C015102,Service Quality,163,1
S2767097,C019126,App Issue,142,5
S4510360,C012276,Billing,29,3
S8733285,C013038,Membership Cancellation,89,4
S5616414,C011214,App Issue,117,3
S3986468,C011103,Membership Cancellation,113,1
S1868350,C016044,Billing,210,2
S2122760,C013275,Billing,199,3
S5712395,C001906,Membership Cancellation,224,5
S8751795,C002185,Service Quality,14,4
S7277791,C003879,Billing,162,3
S3218746,C000503,Billing,134,2
S3143196,C008832,App Issue,25,1
S2276327,C007776,Membership Cancellation,67,1
S3955744,C016490,App Issue,176,4
S7247230,C013769,Billing,125,4
S5538097,C012083,App Issue,108,3
S3429481,C018625,Membership Cancellation,64,2
S8168604,C014278,Membership Cancellation,144,5
S8960948,C002547,Membership Cancellation,120,3
S8942887,C008433,Billing,90,5
S8522264,C015950,App Issue,5,2
S5038610,C008824,Service Quality,7,4
S6708553,C014364,Billing,155,3
S8681792,C007060,Billing,133,1
S3072457,C018261,Membership Cancellation,14,3
S8442032,C015468,Billing,114,2
S1689348,C012558,Billing,32,2
S1725738,C001121,App Issue,13,4
S8510474,C006799,Billing,149,3
S3307877,C006258,Billing,143,4
S9251517,C004613,Billing,193,5
S6807686,C017849,Service Quality,137,1
S4156090,C000167,App Issue,84,5
S8619811,C003505,App Issue,43,5
S9029160,C009523,App Issue,105,1
S1642508,C015803,Membership Cancellation,112,3
S9996359,C001588,Service Quality,204,5
S5564338,C013223,App Issue,77,4
S5343703,C014399,App Issue,86,4
S5006867,C014310,Membership Cancellation,155,4
S5139208,C012071,App Issue,56,4
S4397087,C000944,App Issue,135,3
S8434468,C000643,Membership Cancellation,176,3
S3954310,C006316,Service Quality,54,1
S3871871,C001817,App Issue,184,1
S1577357,C013044,Membership Cancellation,107,4
S5164376,C010875,Membership Cancellation,214,1
S1183872,C011574,App Issue,94,2
S6072099,C017337,Service Quality,99,5
S5259592,C006360,Membership Cancellation,170,1
S7062806,C007892,Service Quality,99,2
S2374127,C003832,Billing,140,2
S1530998,C000906,App Issue,187,1
S2246142,C005780,Membership Cancellation,51,4
S1541631,C013415,App Issue,28,1
S5136738,C010688,Billing,55,2
S1232782,C008030,Membership Cancellation,21,2
S7717562,C008522,Membership Cancellation,165,3
S9014398,C019862,Service Quality,201,2
S9884356,C013604,App Issue,23,2
S7684682,C016699,App Issue,111,3
S4730470,C009341,App Issue,17,2
S2108644,C006257,App Issue,196,1
S9983184,C002061,Membership Cancellation,207,1
S7732400,C003249,App Issue,173,5
S6929707,C016454,App Issue,124,4
S3193448,C015952,App Issue,183,5
S9428064,C008789,Membership Cancellation,159,5
S1927095,C006385,App Issue,89,2
S6932457,C007329,App Issue,155,5
S1326126,C019161,Billing,118,4
S7227430,C012337,Membership Cancellation,133,2
S3484305,C013911,Service Quality,127,3
S7038952,C014084,App Issue,193,5
S7293845,C019436,Service Quality,148,1
S2845967,C003468,App Issue,102,3
S8331396,C011376,App Issue,134,5
S3331579,C003566,Billing,73,1
S1925777,C008894,Billing,26,5
S4537841,C010212,Service Quality,104,2
S2881092,C006646,Billing,221,4
S3530233,C007753,Billing,59,2
